"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"241",1,1,2,5,"2015-01-02","WN",19393,1435,"MCO","FL",1405,1412,7,7,0,0,"1400-1459",9,1421,1613,6,1620,1619,0,0,-1,"1600-1659",0,"",0,135,127,112,834,4,0,0
"242",1,1,2,5,"2015-01-02","WN",19393,2048,"MCO","FL",1935,1948,13,13,0,0,"1900-1959",9,1957,2145,6,2150,2151,1,0,0,"2100-2159",0,"",0,135,123,108,834,4,0,0
"243",1,1,2,5,"2015-01-02","WN",19393,4382,"MCO","FL",1010,1024,14,14,0,0,"1000-1059",29,1053,1241,6,1225,1247,22,1,1,"1200-1259",0,"",0,135,143,108,834,4,1,0
"244",1,1,2,5,"2015-01-02","WN",19393,1344,"MDW","IL",1320,1322,2,2,0,0,"1300-1359",23,1345,1540,5,1540,1545,5,0,0,"1500-1559",0,"",0,80,83,55,402,2,0,0
"245",1,1,2,5,"2015-01-02","WN",19393,1448,"MDW","IL",1535,1533,-2,0,0,-1,"1500-1559",7,1540,1735,6,1750,1741,0,0,-1,"1700-1759",0,"",0,75,68,55,402,2,0,0
"246",1,1,2,5,"2015-01-02","WN",19393,2957,"MDW","IL",725,725,0,0,0,0,"0700-0759",12,737,929,4,945,933,0,0,-1,"0900-0959",0,"",0,80,68,52,402,2,1,1
"247",1,1,2,5,"2015-01-02","WN",19393,3138,"MDW","IL",950,948,-2,0,0,-1,"0900-0959",7,955,1145,5,1205,1150,0,0,-1,"1200-1259",0,"",0,75,62,50,402,2,1,0
"248",1,1,2,5,"2015-01-02","WN",19393,3450,"MDW","IL",2115,2122,7,7,0,0,"2100-2159",11,2133,2328,4,2330,2332,2,0,0,"2300-2359",0,"",0,75,70,55,402,2,0,0
"249",1,1,2,5,"2015-01-02","WN",19393,3594,"MDW","IL",2015,2100,45,45,1,3,"2000-2059",5,2105,2257,1,2235,2258,23,1,1,"2200-2259",0,"",0,80,58,52,402,2,0,0
"250",1,1,3,6,"2015-01-03","WN",19393,236,"DEN","CO",1750,1824,34,34,1,2,"1700-1759",37,1901,2332,5,2240,2337,57,1,3,"2200-2259",0,"",0,170,193,151,1290,6,0,0
"251",1,1,3,6,"2015-01-03","WN",19393,4376,"FLL","FL",1645,1654,9,9,0,0,"1600-1659",10,1704,1917,4,1930,1921,0,0,-1,"1900-1959",0,"",0,165,147,133,994,4,0,0
"252",1,1,3,6,"2015-01-03","WN",19393,1518,"HOU","TX",1015,1030,15,15,1,1,"1000-1059",11,1041,1346,3,1350,1349,0,0,-1,"1300-1359",0,"",0,155,139,125,1131,5,1,0
"279",1,1,2,5,"2015-01-02","WN",19393,4560,"RSW","FL",1815,1904,49,49,1,3,"1800-1859",10,1914,2117,4,2045,2121,36,1,2,"2000-2059",0,"",0,150,137,123,966,4,0,0
"280",1,1,3,6,"2015-01-03","WN",19393,719,"MCO","FL",1935,2041,66,66,1,4,"1900-1959",8,2049,2235,6,2150,2241,51,1,3,"2100-2159",0,"",0,135,120,106,834,4,0,0
"281",1,1,3,6,"2015-01-03","WN",19393,1088,"MCO","FL",715,823,68,68,1,4,"0700-0759",7,830,1024,4,930,1028,58,1,3,"0900-0959",0,"",0,135,125,114,834,4,1,1
"282",1,1,3,6,"2015-01-03","WN",19393,1435,"MCO","FL",1405,1425,20,20,1,1,"1400-1459",9,1434,1629,3,1620,1632,12,0,0,"1600-1659",0,"",0,135,127,115,834,4,0,0
"283",1,1,3,6,"2015-01-03","WN",19393,1542,"MCO","FL",1630,1640,10,10,0,0,"1600-1659",10,1650,1842,4,1840,1846,6,0,0,"1800-1859",0,"",0,130,126,112,834,4,0,0
"284",1,1,3,6,"2015-01-03","WN",19393,4382,"MCO","FL",1010,1039,29,29,1,1,"1000-1059",14,1053,1249,4,1225,1253,28,1,1,"1200-1259",0,"",0,135,134,116,834,4,1,0
"285",1,1,3,6,"2015-01-03","WN",19393,1037,"MDW","IL",2115,2149,34,34,1,2,"2100-2159",6,2155,2351,9,2330,2400,30,1,2,"2300-2359",0,"",0,75,71,56,402,2,0,0
"286",1,1,3,6,"2015-01-03","WN",19393,1512,"MDW","IL",1325,1348,23,23,1,1,"1300-1359",27,1415,1609,4,1545,1613,28,1,1,"1500-1559",0,"",0,80,85,54,402,2,0,0
"287",1,1,3,6,"2015-01-03","WN",19393,1536,"MDW","IL",1535,1529,-6,0,0,-1,"1500-1559",11,1540,1735,3,1750,1738,0,0,-1,"1700-1759",0,"",0,75,69,55,402,2,0,0
"288",1,1,3,6,"2015-01-03","WN",19393,2208,"MDW","IL",1950,1952,2,2,0,0,"1900-1959",18,2010,2210,6,2210,2216,6,0,0,"2200-2259",0,"",0,80,84,60,402,2,0,0
"289",1,1,3,6,"2015-01-03","WN",19393,2957,"MDW","IL",725,721,-4,0,0,-1,"0700-0759",34,755,953,4,945,957,12,0,0,"0900-0959",0,"",0,80,96,58,402,2,1,1
"290",1,1,3,6,"2015-01-03","WN",19393,3138,"MDW","IL",950,951,1,1,0,0,"0900-0959",8,959,1205,3,1205,1208,3,0,0,"1200-1259",0,"",0,75,77,66,402,2,1,0
"291",1,1,3,6,"2015-01-03","WN",19393,145,"PHX","AZ",1410,1409,-1,0,0,-1,"1400-1459",7,1416,1938,7,2005,1945,0,0,-2,"2000-2059",0,"",0,235,216,202,1814,8,0,0
"318",1,1,3,6,"2015-01-03","WN",19393,4560,"RSW","FL",1815,2002,107,107,1,7,"1800-1859",14,2016,2217,5,2045,2222,97,1,6,"2000-2059",0,"",0,150,140,121,966,4,0,0
"319",1,1,3,6,"2015-01-03","WN",19393,1147,"LAS","NV",1740,1854,74,74,1,4,"1700-1759",11,1905,147,6,40,153,73,1,4,"0001-0559",0,"",0,240,239,222,1910,8,0,1
"320",1,1,3,6,"2015-01-03","WN",19393,3327,"LAS","NV",935,930,-5,0,0,-1,"0900-0959",8,938,1618,4,1640,1622,0,0,-2,"1600-1659",0,"",0,245,232,220,1910,8,1,0
"321",1,1,4,7,"2015-01-04","WN",19393,1462,"BWI","MD",1020,1021,1,1,0,0,"1000-1059",20,1041,1122,6,1120,1128,8,0,0,"1100-1159",0,"",0,60,67,41,210,1,1,1
"322",1,1,4,7,"2015-01-04","WN",19393,1700,"BWI","MD",2205,2230,25,25,1,1,"2200-2259",14,2244,2324,6,2305,2330,25,1,1,"2300-2359",0,"",0,60,60,40,210,1,0,0
"323",1,1,4,7,"2015-01-04","WN",19393,1752,"BWI","MD",1620,1650,30,30,1,2,"1600-1659",9,1659,1740,7,1720,1747,27,1,1,"1700-1759",0,"",0,60,57,41,210,1,0,0
"324",1,1,4,7,"2015-01-04","WN",19393,236,"DEN","CO",1750,1822,32,32,1,2,"1700-1759",13,1835,2251,6,2240,2257,17,1,1,"2200-2259",0,"",0,170,155,136,1290,6,0,0
"325",1,1,4,7,"2015-01-04","WN",19393,4376,"FLL","FL",1645,2022,217,217,1,12,"1600-1659",13,2035,2238,6,1930,2244,194,1,12,"1900-1959",0,"",0,165,142,123,994,4,0,0
"326",1,1,4,7,"2015-01-04","WN",19393,1518,"HOU","TX",1015,1040,25,25,1,1,"1000-1059",8,1048,1347,6,1350,1353,3,0,0,"1300-1359",0,"",0,155,133,119,1131,5,1,0
"327",1,1,5,1,"2015-01-05","WN",19393,387,"ATL","GA",1855,1915,20,20,1,1,"1800-1859",16,1931,2045,5,2035,2050,15,1,1,"2000-2059",0,"",0,100,95,74,526,3,0,0
"328",1,1,5,1,"2015-01-05","WN",19393,561,"ATL","GA",1300,1300,0,0,0,0,"1300-1359",13,1313,1422,6,1440,1428,0,0,-1,"1400-1459",0,"",0,100,88,69,526,3,0,0
"329",1,1,4,7,"2015-01-04","WN",19393,1147,"LAS","NV",1740,1751,11,11,0,0,"1700-1759",10,1801,33,7,40,40,0,0,0,"0001-0559",0,"",0,240,229,212,1910,8,0,1
"330",1,1,4,7,"2015-01-04","WN",19393,3327,"LAS","NV",935,930,-5,0,0,-1,"0900-0959",12,942,1616,5,1640,1621,0,0,-2,"1600-1659",0,"",0,245,231,214,1910,8,1,0
"331",1,1,4,7,"2015-01-04","WN",19393,1088,"MCO","FL",715,728,13,13,0,0,"0700-0759",7,735,920,7,930,927,0,0,-1,"0900-0959",0,"",0,135,119,105,834,4,1,1
"332",1,1,4,7,"2015-01-04","WN",19393,1435,"MCO","FL",1405,1604,119,119,1,7,"1400-1459",25,1629,1813,5,1620,1818,118,1,7,"1600-1659",0,"",0,135,134,104,834,4,0,0
"333",1,1,4,7,"2015-01-04","WN",19393,1542,"MCO","FL",1630,1720,50,50,1,3,"1600-1659",28,1748,1933,9,1840,1942,62,1,4,"1800-1859",0,"",0,130,142,105,834,4,0,0
"334",1,1,4,7,"2015-01-04","WN",19393,2048,"MCO","FL",1935,2017,42,42,1,2,"1900-1959",7,2024,2212,6,2150,2218,28,1,1,"2100-2159",0,"",0,135,121,108,834,4,0,0
"335",1,1,4,7,"2015-01-04","WN",19393,4382,"MCO","FL",1010,1023,13,13,0,0,"1000-1059",11,1034,1220,9,1225,1229,4,0,0,"1200-1259",0,"",0,135,126,106,834,4,1,0
"336",1,1,4,7,"2015-01-04","WN",19393,1037,"MDW","IL",2115,2223,68,68,1,4,"2100-2159",7,2230,22,6,2330,28,58,1,3,"2300-2359",0,"",0,75,65,52,402,2,0,0
"337",1,1,4,7,"2015-01-04","WN",19393,1512,"MDW","IL",1325,1400,35,35,1,2,"1300-1359",55,1455,1656,6,1545,1702,77,1,5,"1500-1559",0,"",0,80,122,61,402,2,0,0
"338",1,1,4,7,"2015-01-04","WN",19393,1836,"MDW","IL",1535,1619,44,44,1,2,"1500-1559",13,1632,1830,5,1750,1835,45,1,3,"1700-1759",0,"",0,75,76,58,402,2,0,0
"339",1,1,4,7,"2015-01-04","WN",19393,2208,"MDW","IL",1950,2027,37,37,1,2,"1900-1959",20,2047,2243,6,2210,2249,39,1,2,"2200-2259",0,"",0,80,82,56,402,2,0,0
"340",1,1,4,7,"2015-01-04","WN",19393,2957,"MDW","IL",725,726,1,1,0,0,"0700-0759",23,749,946,4,945,950,5,0,0,"0900-0959",0,"",0,80,84,57,402,2,1,1
"341",1,1,4,7,"2015-01-04","WN",19393,3138,"MDW","IL",950,1007,17,17,1,1,"0900-0959",66,1113,1307,6,1205,1313,68,1,4,"1200-1259",0,"",0,75,126,54,402,2,1,0
"342",1,1,5,1,"2015-01-05","WN",19393,4376,"FLL","FL",1645,1658,13,13,0,0,"1600-1659",18,1716,1929,7,1930,1936,6,0,0,"1900-1959",0,"",0,165,158,133,994,4,0,0
"343",1,1,5,1,"2015-01-05","WN",19393,2230,"HOU","TX",1010,1014,4,4,0,0,"1000-1059",7,1021,1330,6,1345,1336,0,0,-1,"1300-1359",0,"",0,155,142,129,1131,5,1,0
"344",1,1,5,1,"2015-01-05","WN",19393,1147,"LAS","NV",1740,1738,-2,0,0,-1,"1700-1759",15,1753,31,5,40,36,0,0,-1,"0001-0559",0,"",0,240,238,218,1910,8,0,1
"345",1,1,5,1,"2015-01-05","WN",19393,2490,"LAS","NV",955,1003,8,8,0,0,"0900-0959",10,1013,1700,4,1700,1704,4,0,0,"1700-1759",0,"",0,245,241,227,1910,8,1,0
"346",1,1,27,2,"2015-01-27","UA",19977,1209,"DEN","CO",1000,955,-5,0,0,-1,"1000-1059",17,1012,1447,6,1452,1453,1,0,0,"1400-1459",0,"",0,172,178,155,1290,6,1,0
"347",1,1,4,7,"2015-01-04","WN",19393,4015,"PHX","AZ",1410,1445,35,35,1,2,"1400-1459",14,1459,2020,7,2005,2027,22,1,1,"2000-2059",0,"",0,235,222,201,1814,8,0,0
"374",1,1,4,7,"2015-01-04","WN",19393,4560,"RSW","FL",1815,2003,108,108,1,7,"1800-1859",10,2013,2215,7,2045,2222,97,1,6,"2000-2059",0,"",0,150,139,122,966,4,0,0
"375",1,1,4,7,"2015-01-04","WN",19393,507,"TPA","FL",1225,1318,53,53,1,3,"1200-1259",12,1330,1518,6,1440,1524,44,1,2,"1400-1459",0,"",0,135,126,108,873,4,0,0
"376",1,1,4,7,"2015-01-04","WN",19393,1264,"TPA","FL",1845,1856,11,11,0,0,"1800-1859",12,1908,2057,5,2100,2102,2,0,0,"2100-2159",0,"",0,135,126,109,873,4,0,0
"377",1,1,5,1,"2015-01-05","WN",19393,299,"MDW","IL",1535,1605,30,30,1,2,"1500-1559",8,1613,1807,7,1750,1814,24,1,1,"1700-1759",0,"",0,75,69,54,402,2,0,0
"378",1,1,5,1,"2015-01-05","WN",19393,550,"MDW","IL",2115,NA,NA,NA,NA,NA,"2100-2159",NA,NA,NA,NA,2330,NA,NA,NA,NA,"2300-2359",1,"B",0,75,NA,NA,402,2,0,0
"379",1,1,5,1,"2015-01-05","WN",19393,574,"MDW","IL",1320,1351,31,31,1,2,"1300-1359",10,1401,1555,7,1540,1602,22,1,1,"1500-1559",0,"",0,80,71,54,402,2,0,0
"380",1,1,5,1,"2015-01-05","WN",19393,2957,"MDW","IL",725,727,2,2,0,0,"0700-0759",18,745,942,6,945,948,3,0,0,"0900-0959",0,"",0,80,81,57,402,2,1,1
"381",1,1,5,1,"2015-01-05","WN",19393,3138,"MDW","IL",950,1010,20,20,1,1,"0900-0959",7,1017,1208,6,1205,1214,9,0,0,"1200-1259",0,"",0,75,64,51,402,2,1,0
"382",1,1,5,1,"2015-01-05","WN",19393,3301,"MDW","IL",1905,2237,212,212,1,12,"1900-1959",89,6,159,5,2125,204,279,1,12,"2100-2159",0,"",0,80,147,53,402,2,0,0
"383",1,1,5,1,"2015-01-05","WN",19393,496,"BNA","TN",2050,2114,24,24,1,1,"2000-2059",9,2123,2325,8,2310,2333,23,1,1,"2300-2359",0,"",0,80,79,62,462,2,0,0
"384",1,1,5,1,"2015-01-05","WN",19393,1262,"BWI","MD",1015,1010,-5,0,0,-1,"1000-1059",10,1020,1105,5,1115,1110,0,0,-1,"1100-1159",0,"",0,60,60,45,210,1,1,1
"385",1,1,5,1,"2015-01-05","WN",19393,1590,"BWI","MD",2205,2228,23,23,1,1,"2200-2259",8,2236,2318,4,2305,2322,17,1,1,"2300-2359",0,"",0,60,54,42,210,1,0,0
"386",1,1,5,1,"2015-01-05","WN",19393,1752,"BWI","MD",1620,1628,8,8,0,0,"1600-1659",8,1636,1720,7,1720,1727,7,0,0,"1700-1759",0,"",0,60,59,44,210,1,0,0
"387",1,1,5,1,"2015-01-05","WN",19393,2432,"DEN","CO",1745,1822,37,37,1,2,"1700-1759",24,1846,2305,6,2235,2311,36,1,2,"2200-2259",0,"",0,170,169,139,1290,6,0,0
"388",1,1,6,2,"2015-01-06","WN",19393,1044,"DEN","CO",1805,1812,7,7,0,0,"1800-1859",12,1824,2246,7,2255,2253,0,0,-1,"2200-2259",0,"",0,170,161,142,1290,6,0,0
"389",1,1,6,2,"2015-01-06","WN",19393,908,"FLL","FL",1245,1253,8,8,0,0,"1200-1259",9,1302,1632,6,1525,1638,NA,NA,NA,"1500-1559",0,"",1,160,NA,NA,994,4,0,0
"390",1,1,6,2,"2015-01-06","WN",19393,394,"HOU","TX",1050,1049,-1,0,0,-1,"1000-1059",9,1058,1420,8,1430,1428,0,0,-1,"1400-1459",0,"",0,160,159,142,1131,5,1,0
"391",1,1,5,1,"2015-01-05","WN",19393,4015,"PHX","AZ",1410,1439,29,29,1,1,"1400-1459",8,1447,2023,5,2005,2028,23,1,1,"2000-2059",0,"",0,235,229,216,1814,8,0,0
"420",1,1,5,1,"2015-01-05","WN",19393,4560,"RSW","FL",1815,1843,28,28,1,1,"1800-1859",9,1852,2052,7,2045,2059,14,0,0,"2000-2059",0,"",0,150,136,120,966,4,0,0
"421",1,1,6,2,"2015-01-06","WN",19393,246,"MCO","FL",725,724,-1,0,0,-1,"0700-0759",12,736,929,5,940,934,0,0,-1,"0900-0959",0,"",0,135,130,113,834,4,1,1
"422",1,1,6,2,"2015-01-06","WN",19393,2372,"MCO","FL",1430,1428,-2,0,0,-1,"1400-1459",8,1436,1635,7,1645,1642,0,0,-1,"1600-1659",0,"",0,135,134,119,834,4,0,0
"423",1,1,6,2,"2015-01-06","WN",19393,2851,"MCO","FL",1055,1052,-3,0,0,-1,"1000-1059",6,1058,1257,9,1310,1306,0,0,-1,"1300-1359",0,"",0,135,134,119,834,4,1,0
"424",1,1,6,2,"2015-01-06","WN",19393,4558,"MCO","FL",2005,2023,18,18,1,1,"2000-2059",9,2032,2229,7,2220,2236,16,1,1,"2200-2259",0,"",0,135,133,117,834,4,0,0
"425",1,1,6,2,"2015-01-06","WN",19393,371,"MDW","IL",605,NA,NA,NA,NA,NA,"0600-0659",NA,NA,NA,NA,830,NA,NA,NA,NA,"0800-0859",1,"B",0,85,NA,NA,402,2,1,1
"426",1,1,6,2,"2015-01-06","WN",19393,434,"MDW","IL",1825,2017,112,112,1,7,"1800-1859",9,2026,2217,7,2045,2224,99,1,6,"2000-2059",0,"",0,80,67,51,402,2,0,0
"427",1,1,6,2,"2015-01-06","WN",19393,440,"MDW","IL",805,839,34,34,1,2,"0800-0859",50,929,1127,8,1025,1135,70,1,4,"1000-1059",0,"",0,80,116,58,402,2,1,1
"428",1,1,6,2,"2015-01-06","WN",19393,492,"MDW","IL",2130,2239,69,69,1,4,"2100-2159",9,2248,37,7,2355,44,49,1,3,"2300-2359",0,"",0,85,65,49,402,2,0,0
"429",1,1,6,2,"2015-01-06","WN",19393,651,"MDW","IL",1330,1330,0,0,0,0,"1300-1359",11,1341,1538,8,1545,1546,1,0,0,"1500-1559",0,"",0,75,76,57,402,2,0,0
"430",1,1,5,1,"2015-01-05","WN",19393,257,"MCO","FL",1635,1709,34,34,1,2,"1600-1659",11,1720,1912,7,1845,1919,34,1,2,"1800-1859",0,"",0,130,130,112,834,4,0,0
"431",1,1,5,1,"2015-01-05","WN",19393,1088,"MCO","FL",715,714,-1,0,0,-1,"0700-0759",22,736,922,7,930,929,0,0,-1,"0900-0959",0,"",0,135,135,106,834,4,1,1
"432",1,1,5,1,"2015-01-05","WN",19393,1435,"MCO","FL",1405,1426,21,21,1,1,"1400-1459",12,1438,1631,7,1620,1638,18,1,1,"1600-1659",0,"",0,135,132,113,834,4,0,0
"433",1,1,5,1,"2015-01-05","WN",19393,2048,"MCO","FL",1935,1930,-5,0,0,-1,"1900-1959",12,1942,2134,4,2150,2138,0,0,-1,"2100-2159",0,"",0,135,128,112,834,4,0,0
"434",1,1,5,1,"2015-01-05","WN",19393,4382,"MCO","FL",1010,1010,0,0,0,0,"1000-1059",15,1025,1210,5,1225,1215,0,0,-1,"1200-1259",0,"",0,135,125,105,834,4,1,0
"435",1,1,5,1,"2015-01-05","WN",19393,507,"TPA","FL",1225,1235,10,10,0,0,"1200-1259",9,1244,1436,7,1440,1443,3,0,0,"1400-1459",0,"",0,135,128,112,873,4,0,0
"436",1,1,5,1,"2015-01-05","WN",19393,1264,"TPA","FL",1835,1856,21,21,1,1,"1800-1859",12,1908,2101,7,2050,2108,18,1,1,"2000-2059",0,"",0,135,132,113,873,4,0,0
"437",1,1,6,2,"2015-01-06","WN",19393,608,"ATL","GA",2045,2138,53,53,1,3,"2000-2059",12,2150,2306,7,2235,2313,38,1,2,"2200-2259",0,"",0,110,95,76,526,3,0,0
"438",1,1,6,2,"2015-01-06","WN",19393,3415,"ATL","GA",1110,1108,-2,0,0,-1,"1100-1159",12,1120,1237,9,1300,1246,0,0,-1,"1300-1359",0,"",0,110,98,77,526,3,1,0
"439",1,1,6,2,"2015-01-06","WN",19393,4970,"BNA","TN",2055,2049,-6,0,0,-1,"2000-2059",9,2058,2304,6,2320,2310,0,0,-1,"2300-2359",0,"",0,85,81,66,462,2,0,0
"440",1,1,6,2,"2015-01-06","WN",19393,505,"BWI","MD",1515,1608,53,53,1,3,"1500-1559",10,1618,1659,8,1615,1707,52,1,3,"1600-1659",0,"",0,60,59,41,210,1,0,0
"441",1,1,6,2,"2015-01-06","WN",19393,1261,"BWI","MD",1035,1207,92,92,1,6,"1000-1059",62,1309,1351,8,1140,1359,139,1,9,"1100-1159",0,"",0,65,112,42,210,1,1,1
"442",1,1,6,2,"2015-01-06","WN",19393,4838,"BWI","MD",2205,2224,19,19,1,1,"2200-2259",10,2234,2318,5,2305,2323,18,1,1,"2300-2359",0,"",0,60,59,44,210,1,0,0
"443",1,1,7,3,"2015-01-07","WN",19393,394,"HOU","TX",1050,1050,0,0,0,0,"1000-1059",12,1102,1418,6,1430,1424,0,0,-1,"1400-1459",0,"",0,160,154,136,1131,5,1,0
"446",1,1,14,3,"2015-01-14","UA",19977,488,"IAH","TX",1303,1255,-8,0,0,-1,"1300-1359",17,1312,1624,6,1647,1630,0,0,-2,"1600-1659",0,"",0,164,155,132,1117,5,0,0
"448",1,1,14,3,"2015-01-14","UA",19977,734,"ORD","IL",1312,1304,-8,0,0,-1,"1300-1359",15,1319,1521,4,1541,1525,0,0,-2,"1500-1559",0,"",0,89,81,62,413,2,0,0
"450",1,1,14,3,"2015-01-14","UA",19977,883,"DEN","CO",1542,1641,59,59,1,3,"1500-1559",11,1652,2121,4,2043,2125,42,1,2,"2000-2059",0,"",0,181,164,149,1290,6,0,0
"451",1,1,14,3,"2015-01-14","UA",19977,995,"ORD","IL",1855,1852,-3,0,0,-1,"1800-1859",17,1909,2110,5,2126,2115,0,0,-1,"2100-2159",0,"",0,91,83,61,413,2,0,0
"452",1,1,14,3,"2015-01-14","UA",19977,1209,"DEN","CO",1000,1009,9,9,0,0,"1000-1059",19,1028,1458,7,1452,1505,13,0,0,"1400-1459",0,"",0,172,176,150,1290,6,1,0
"454",1,1,7,3,"2015-01-07","WN",19393,886,"PHX","AZ",1055,1055,0,0,0,0,"1000-1059",14,1109,1642,9,1645,1651,6,0,0,"1600-1659",0,"",0,230,236,213,1814,8,1,0
"479",1,1,7,3,"2015-01-07","WN",19393,2610,"RSW","FL",1940,2035,55,55,1,3,"1900-1959",13,2048,2302,9,2215,2311,56,1,3,"2200-2259",0,"",0,155,156,134,966,4,0,0
"480",1,1,7,3,"2015-01-07","WN",19393,3296,"RSW","FL",1145,1149,4,4,0,0,"1100-1159",9,1158,1408,6,1415,1414,0,0,-1,"1400-1459",0,"",0,150,145,130,966,4,1,0
"481",1,1,7,3,"2015-01-07","WN",19393,4970,"BNA","TN",2055,2049,-6,0,0,-1,"2000-2059",8,2057,2305,13,2320,2318,0,0,-1,"2300-2359",0,"",0,85,89,68,462,2,0,0
"482",1,1,7,3,"2015-01-07","WN",19393,505,"BWI","MD",1515,NA,NA,NA,NA,NA,"1500-1559",NA,NA,NA,NA,1615,NA,NA,NA,NA,"1600-1659",1,"B",0,60,NA,NA,210,1,0,0
"483",1,1,7,3,"2015-01-07","WN",19393,1261,"BWI","MD",1035,1030,-5,0,0,-1,"1000-1059",13,1043,1127,7,1140,1134,0,0,-1,"1100-1159",0,"",0,65,64,44,210,1,1,1
"484",1,1,7,3,"2015-01-07","WN",19393,4838,"BWI","MD",2205,2213,8,8,0,0,"2200-2259",20,2233,2314,11,2305,2325,20,1,1,"2300-2359",0,"",0,60,72,41,210,1,0,0
"485",1,1,7,3,"2015-01-07","WN",19393,1044,"DEN","CO",1805,1802,-3,0,0,-1,"1800-1859",23,1825,2258,7,2255,2305,10,0,0,"2200-2259",0,"",0,170,183,153,1290,6,0,0
"486",1,1,7,3,"2015-01-07","WN",19393,908,"FLL","FL",1245,1410,85,85,1,5,"1200-1259",9,1419,1631,7,1525,1638,73,1,4,"1500-1559",0,"",0,160,148,132,994,4,0,0
"487",1,1,7,3,"2015-01-07","WN",19393,354,"TPA","FL",945,942,-3,0,0,-1,"0900-0959",8,950,1148,7,1200,1155,0,0,-1,"1200-1259",0,"",0,135,133,118,873,4,1,0
"488",1,1,7,3,"2015-01-07","WN",19393,4995,"TPA","FL",1650,1658,8,8,0,0,"1600-1659",9,1707,1906,7,1905,1913,8,0,0,"1900-1959",0,"",0,135,135,119,873,4,0,0
"489",1,1,8,4,"2015-01-08","WN",19393,608,"ATL","GA",2045,2047,2,2,0,0,"2000-2059",16,2103,2213,8,2235,2221,0,0,-1,"2200-2259",0,"",0,110,94,70,526,3,0,0
"490",1,1,8,4,"2015-01-08","WN",19393,3415,"ATL","GA",1110,1107,-3,0,0,-1,"1100-1159",8,1115,1233,6,1300,1239,0,0,-2,"1300-1359",0,"",0,110,92,78,526,3,1,0
"491",1,1,8,4,"2015-01-08","WN",19393,4970,"BNA","TN",2055,2049,-6,0,0,-1,"2000-2059",6,2055,2301,7,2320,2308,0,0,-1,"2300-2359",0,"",0,85,79,66,462,2,0,0
"492",1,1,7,3,"2015-01-07","WN",19393,761,"LAS","NV",1000,1019,19,19,1,1,"1000-1059",10,1029,1718,10,1700,1728,28,1,1,"1700-1759",0,"",0,240,249,229,1910,8,1,0
"493",1,1,7,3,"2015-01-07","WN",19393,246,"MCO","FL",725,NA,NA,NA,NA,NA,"0700-0759",NA,NA,NA,NA,940,NA,NA,NA,NA,"0900-0959",1,"A",0,135,NA,NA,834,4,1,1
"494",1,1,7,3,"2015-01-07","WN",19393,2372,"MCO","FL",1430,1443,13,13,0,0,"1400-1459",14,1457,1651,6,1645,1657,12,0,0,"1600-1659",0,"",0,135,134,114,834,4,0,0
"495",1,1,7,3,"2015-01-07","WN",19393,2851,"MCO","FL",1055,1053,-2,0,0,-1,"1000-1059",13,1106,1300,9,1310,1309,0,0,-1,"1300-1359",0,"",0,135,136,114,834,4,1,0
"496",1,1,7,3,"2015-01-07","WN",19393,4558,"MCO","FL",2005,2050,45,45,1,3,"2000-2059",10,2100,2253,20,2220,2313,53,1,3,"2200-2259",0,"",0,135,143,113,834,4,0,0
"497",1,1,7,3,"2015-01-07","WN",19393,371,"MDW","IL",605,603,-2,0,0,-1,"0600-0659",8,611,807,7,830,814,0,0,-2,"0800-0859",0,"",0,85,71,56,402,2,1,1
"498",1,1,7,3,"2015-01-07","WN",19393,434,"MDW","IL",1825,1853,28,28,1,1,"1800-1859",7,1900,2101,6,2045,2107,22,1,1,"2000-2059",0,"",0,80,74,61,402,2,0,0
"499",1,1,7,3,"2015-01-07","WN",19393,440,"MDW","IL",805,807,2,2,0,0,"0800-0859",9,816,1011,7,1025,1018,0,0,-1,"1000-1059",0,"",0,80,71,55,402,2,1,1
"500",1,1,7,3,"2015-01-07","WN",19393,492,"MDW","IL",2130,NA,NA,NA,NA,NA,"2100-2159",NA,NA,NA,NA,2355,NA,NA,NA,NA,"2300-2359",1,"B",0,85,NA,NA,402,2,0,0
"501",1,1,7,3,"2015-01-07","WN",19393,651,"MDW","IL",1330,1352,22,22,1,1,"1300-1359",10,1402,1559,6,1545,1605,20,1,1,"1500-1559",0,"",0,75,73,57,402,2,0,0
"502",1,1,8,4,"2015-01-08","WN",19393,1044,"DEN","CO",1805,1856,51,51,1,3,"1800-1859",11,1907,2324,9,2255,2333,38,1,2,"2200-2259",0,"",0,170,157,137,1290,6,0,0
